video_id,title,url,published_at,duration,playlist_or_source,include_wave,skip_reason,caption_status
4UNasSN85CE,Getting Started -  3D Import Toolpath (Short),https://www.youtube.com/watch?v=4UNasSN85CE,,700.0,CHANNEL,wave2,short promo (full GS tutorial exists),
mibpC_2uCiw,Getting Started - Avalon Nameplate (Short),https://www.youtube.com/watch?v=mibpC_2uCiw,,424.0,CHANNEL,wave2,short promo (full GS tutorial exists),
XEMhjJdox58,Getting Started - Bulls Head (Short),https://www.youtube.com/watch?v=XEMhjJdox58,,436.0,CHANNEL,wave2,short promo (full GS tutorial exists),
ffhl0aaTpvc,Getting Started - Import 3D (Short),https://www.youtube.com/watch?v=ffhl0aaTpvc,,501.0,CHANNEL,wave2,short promo (full GS tutorial exists),
rH_lqIlWosc,Getting Started - Open Sign (Short),https://www.youtube.com/watch?v=rH_lqIlWosc,,578.0,CHANNEL,wave2,short promo (full GS tutorial exists),
ynouUgBGGbg,Getting Started - Shell Sign (Short),https://www.youtube.com/watch?v=ynouUgBGGbg,,1150.0,CHANNEL,wave2,short promo (full GS tutorial exists),
f5PEt9CXVP0,Getting Started - Teddy Bear (Short),https://www.youtube.com/watch?v=f5PEt9CXVP0,,1117.0,CHANNEL,wave2,short promo (full GS tutorial exists),
bxMG5-adFh4,Getting Started - Wing Spar (Short),https://www.youtube.com/watch?v=bxMG5-adFh4,,284.0,CHANNEL,wave2,short promo (full GS tutorial exists),
nfgKuDFxRJo,Golf Award - 3D Toolpaths | Vectric V11 Tutorials,https://www.youtube.com/watch?v=nfgKuDFxRJo,,1354.0,CHANNEL,wave2,older-version duplicate of V12 tutorial,
oS7q33H3aeY,Golf Award | 3D Assembly | V9,https://www.youtube.com/watch?v=oS7q33H3aeY,,1663.0,CHANNEL,wave2,older-version duplicate of V12 tutorial,
9tGR62Fqug4,Golf Award | 3D Toolpaths | V9,https://www.youtube.com/watch?v=9tGR62Fqug4,,820.0,CHANNEL,wave2,older-version duplicate of V12 tutorial,
Bl-SWTrFlSQ,Golf Award | Vectric V11 Tutorials,https://www.youtube.com/watch?v=Bl-SWTrFlSQ,,1870.0,CHANNEL,wave2,older-version duplicate of V12 tutorial,
u88KeH1v5hE,Got a ShopSabre CNC? Let’s check compatibility 👇,https://www.youtube.com/watch?v=u88KeH1v5hE,,NA,CHANNEL,wave2,uncategorized tutorial,
-ciCaRxCM1A,Got a piece of stock that’s twisted or rocking on the CNC bed? 🪵,https://www.youtube.com/watch?v=-ciCaRxCM1A,,NA,CHANNEL,wave2,uncategorized tutorial,
AVAdSTfsjnA,Got your first CNC but don’t know where to start?,https://www.youtube.com/watch?v=AVAdSTfsjnA,,NA,CHANNEL,wave2,"onboarding promo, low CAM content",
g7D1js-QK_4,Gothic Quatrefoil - 2.5D Toolpaths | Vectric V11 Tutorials,https://www.youtube.com/watch?v=g7D1js-QK_4,,1474.0,CHANNEL,wave2,older-version duplicate of V12 tutorial,
47KbRDxqo8E,Gothic Quatrefoil | 2.5D Toolpaths | V9,https://www.youtube.com/watch?v=47KbRDxqo8E,,1794.0,CHANNEL,wave2,older-version duplicate of V12 tutorial,
inp3N68n844,Gothic Quatrefoil | Vector Drawing | V9,https://www.youtube.com/watch?v=inp3N68n844,,1550.0,CHANNEL,wave2,older-version duplicate of V12 tutorial,
V9VJCGwxp7E,Gothic Quatrefoil | Vectric V11 Tutorials,https://www.youtube.com/watch?v=V9VJCGwxp7E,,1429.0,CHANNEL,wave2,older-version duplicate of V12 tutorial,
NWOXfwpRhz8,Gravity Ball Game | In the Labs Vectric | FREE CNC Projects,https://www.youtube.com/watch?v=NWOXfwpRhz8,,2621.0,CHANNEL,skip,project/marketing fluff,
ccI1eNmiB3I,"Greek mythology inspiration, turned into a CNC project",https://www.youtube.com/watch?v=ccI1eNmiB3I,,NA,CHANNEL,wave2,uncategorized tutorial,
PVLP6-7AfIQ,Grouping and Baking Components,https://www.youtube.com/watch?v=PVLP6-7AfIQ,,632.0,CHANNEL,wave2,uncategorized tutorial,
zEEv0r5gJM8,Halloween Gravestones & Candle Holders | Halloween Projects with Beki & Todd | Vectric CNC Projects,https://www.youtube.com/watch?v=zEEv0r5gJM8,,2276.0,CHANNEL,wave2,uncategorized tutorial,
3D4k9NpPlV8,Hidden Coat Hook | In the Labs Vectric | FREE CNC Projects,https://www.youtube.com/watch?v=3D4k9NpPlV8,,1325.0,CHANNEL,skip,project/marketing fluff,
UMg1XtUU7n0,Hidden Coat Hook 👀🪵,https://www.youtube.com/watch?v=UMg1XtUU7n0,,NA,CHANNEL,wave2,uncategorized tutorial,
t3V5asiUpcg,Holly Wine Bottle Holder with Beki | The 12 Projects of Christmas Day 9 | Vectric Project,https://www.youtube.com/watch?v=t3V5asiUpcg,,833.0,CHANNEL,skip,project/marketing fluff,
BxWgHzJwNEw,House Sign | Vectric EasyCarve #short #shorts,https://www.youtube.com/watch?v=BxWgHzJwNEw,,NA,CHANNEL,skip,EasyCarve/EasyCreate consumer line,
TnOJkOqCiLw,How to Apply Cutter Compensation in Vectric’s Advanced Machining Module,https://www.youtube.com/watch?v=TnOJkOqCiLw,,263.0,CHANNEL,skip,AMM cabinet/compensation module,
Hcdyi3uiV44,How to Apply a Sketchcarve Toolpath Using EasyCreate and Vectric Software,https://www.youtube.com/watch?v=Hcdyi3uiV44,,545.0,CHANNEL,skip,EasyCarve/EasyCreate consumer line,
ve2y9q-KeZQ,How to Create a Column | Wrapped Rotary Machining | V12.5 Tutorials,https://www.youtube.com/watch?v=ve2y9q-KeZQ,,1769.0,CHANNEL,skip,rotary/wrapped post-lean,
H-kRrWWSaL4,How to Create an Assembly in VCarve Using EasyCreate Relief Models,https://www.youtube.com/watch?v=H-kRrWWSaL4,,1024.0,CHANNEL,skip,EasyCarve/EasyCreate consumer line,
aTvA5KWDoWE,How to Edit the Heights of your model in EasyCreate,https://www.youtube.com/watch?v=aTvA5KWDoWE,,696.0,CHANNEL,skip,EasyCarve/EasyCreate consumer line,
bTSqJCCwHJs,How to Make Wooden Laptop Stand | In Labs with Beki and Special Guest Niamh | Vectric CNC Projects,https://www.youtube.com/watch?v=bTSqJCCwHJs,,2397.0,CHANNEL,skip,project/marketing fluff,
3QLIB8JYvyM,How to Model a Simple Spindle for Rotary Machining | Wrapped Rotary Machining | V12.5 Tutorials,https://www.youtube.com/watch?v=3QLIB8JYvyM,,956.0,CHANNEL,skip,rotary/wrapped post-lean,
wYrA1K55OYw,How to Project a Laser Toolpath onto a 3D Model in Vectric's Laser Module | Laser | V12.5 Tutorials,https://www.youtube.com/watch?v=wYrA1K55OYw,,546.0,CHANNEL,skip,laser excluded from lean scope,
5CaeKEBqLII,How to Use the Vector Unwrapper Tool | Wrapped Rotary Machining | V12.5 Tutorials,https://www.youtube.com/watch?v=5CaeKEBqLII,,1540.0,CHANNEL,skip,rotary/wrapped post-lean,
b62D3S6LQ_s,How to create 2D Toolpaths on a Spindle | Wrapped Rotary Machining | V12.5 Tutorials,https://www.youtube.com/watch?v=b62D3S6LQ_s,,788.0,CHANNEL,skip,rotary/wrapped post-lean,
vRauJ2UA5N4,How to create a Template for Cabinet Import in Vectric’s Advanced Machining Module - Part 2,https://www.youtube.com/watch?v=vRauJ2UA5N4,,1149.0,CHANNEL,skip,AMM cabinet/compensation module,
sJrkVATvsKc,How to create a fluted column in Vectric software | Wrapped Rotary Machining | V12 Tutorials,https://www.youtube.com/watch?v=sJrkVATvsKc,,639.0,CHANNEL,skip,rotary/wrapped post-lean,
ASbixULEAnQ,How to create a rounded toolpath in Vectric software | Wrapped Rotary Machining | V12 Tutorials,https://www.youtube.com/watch?v=ASbixULEAnQ,,503.0,CHANNEL,skip,rotary/wrapped post-lean,
uXo2H2AKw64,How to create a simple two sided project in Vectric software | Two Sided Machining | V12 Tutorials,https://www.youtube.com/watch?v=uXo2H2AKw64,,874.0,CHANNEL,skip,two-sided post-lean,
lAh5FmmLpbo,How to create a spiral column in Vectric software | Wrapped Rotary Machining | V12 Tutorials,https://www.youtube.com/watch?v=lAh5FmmLpbo,,543.0,CHANNEL,skip,rotary/wrapped post-lean,
Le8OOle8DkQ,How to create your own two sided model in Vectric software | Two Sided Machining | V12 Tutorials,https://www.youtube.com/watch?v=Le8OOle8DkQ,,1554.0,CHANNEL,skip,two-sided post-lean,
j6OOniwHLv8,How to export cabinet files from 3rd party software in Vectric’s Advanced Machining Module - Part 1,https://www.youtube.com/watch?v=j6OOniwHLv8,,404.0,CHANNEL,skip,AMM cabinet/compensation module,
yeI0QDcPu68,How to generate a 3D model using EasyCreate,https://www.youtube.com/watch?v=yeI0QDcPu68,,978.0,CHANNEL,skip,EasyCarve/EasyCreate consumer line,
4_C__73SvGw,How to make Giant Handcuffs (Download FREE files),https://www.youtube.com/watch?v=4_C__73SvGw,,513.0,CHANNEL,wave2,uncategorized tutorial,
AoW4mt4hRHA,How to make a 'Lonely Sock' clipboard | Michael Tylers FREE Project of the Month | Vectric,https://www.youtube.com/watch?v=AoW4mt4hRHA,,894.0,CHANNEL,skip,project/marketing fluff,
9pnin6fJUpo,How to upload a photo for model generation in EasyCreate,https://www.youtube.com/watch?v=9pnin6fJUpo,,770.0,CHANNEL,skip,EasyCarve/EasyCreate consumer line,
x-btGhj6tTo,How to use Backgrounds,https://www.youtube.com/watch?v=x-btGhj6tTo,,420.0,CHANNEL,skip,cosmetic background tool,
UjASd2E5Zi0,How to use Model Regions,https://www.youtube.com/watch?v=UjASd2E5Zi0,,842.0,CHANNEL,wave2,defer: model regions,
WB_IBSYmdxM,How to use Text Regions,https://www.youtube.com/watch?v=WB_IBSYmdxM,,529.0,CHANNEL,wave2,defer: text regions,
R_7ZvoncCdY,How to use the Custom Enhance feature in EasyCreate,https://www.youtube.com/watch?v=R_7ZvoncCdY,,237.0,CHANNEL,skip,EasyCarve/EasyCreate consumer line,
MVxxoZNCB60,How to use the Drill Bank Feature in Vectric’s Advanced Machining Module,https://www.youtube.com/watch?v=MVxxoZNCB60,,980.0,CHANNEL,skip,AMM cabinet/compensation module,
OmLrz1EMdig,How to use the Laser Cut and Fill Toolpath in Vectric's Laser Module | Laser | V12.5 Tutorials,https://www.youtube.com/watch?v=OmLrz1EMdig,,966.0,CHANNEL,skip,laser excluded from lean scope,
pxXffiHNKB8,How to use the Laser Picture Toolpath in Vectric's Laser Module | Laser | V12.5 Tutorials,https://www.youtube.com/watch?v=pxXffiHNKB8,,636.0,CHANNEL,skip,laser excluded from lean scope,
17kt3ISpWdc,How to use the Laser Sketch Engraving Toolpath in Cut2D | Laser | V12.5 Tutorials,https://www.youtube.com/watch?v=17kt3ISpWdc,,446.0,CHANNEL,skip,laser excluded from lean scope,
2V7kmyrFQzQ,How to use the Laser Sketch Engraving Toolpath | Laser | V12.5 Tutorials,https://www.youtube.com/watch?v=2V7kmyrFQzQ,,709.0,CHANNEL,skip,laser excluded from lean scope,
-mLvrgTpnag,How to use the cabinet cut list and labelling import in Vectric’s Advanced Machining Module - Part 3,https://www.youtube.com/watch?v=-mLvrgTpnag,,932.0,CHANNEL,skip,AMM cabinet/compensation module,
exY5EeDH_io,Huge thank you to @broinwood for sending us this incredible inlay board 🙌,https://www.youtube.com/watch?v=exY5EeDH_io,,NA,CHANNEL,wave2,uncategorized tutorial,
r2B1LoKO6ls,Hybrid CNC & Laser Machining by Todd | Vectric Worldwide UGM 2020,https://www.youtube.com/watch?v=r2B1LoKO6ls,,3280.0,CHANNEL,skip,laser excluded from lean scope,
DVz89eS02mQ,Hybrid Laser CNC Machining with Olly | Vectric Worldwide UGM 2023,https://www.youtube.com/watch?v=DVz89eS02mQ,,2738.0,CHANNEL,skip,laser excluded from lean scope,
Ab1PobN3ndM,IT'S APRIL which means... It's almost time for V12 🎉,https://www.youtube.com/watch?v=Ab1PobN3ndM,,NA,CHANNEL,wave2,uncategorized tutorial,
0EWuIgyS7U0,If you use Vectric software… you need to be in this room. 👀,https://www.youtube.com/watch?v=0EWuIgyS7U0,,NA,CHANNEL,wave2,uncategorized tutorial,
RovTsNj-huw,Image To Vector Logo | Vector Drawing | V9,https://www.youtube.com/watch?v=RovTsNj-huw,,1503.0,CHANNEL,wave2,older-version duplicate of V12 tutorial,
Gr0IsQ4zA2U,Image to Vector Logo | Vectric V11 Tutorials,https://www.youtube.com/watch?v=Gr0IsQ4zA2U,,1257.0,CHANNEL,wave2,older-version duplicate of V12 tutorial,
H1JI02ORWSQ,Import and Unwrap Rotary 3D Model | 3D Toolpaths | V9,https://www.youtube.com/watch?v=H1JI02ORWSQ,,1326.0,CHANNEL,skip,rotary/wrapped post-lean,
-rx-oCb3Crw,Import and Unwrap a Full 3D Model for Rotary Machining | Vectric V11 Tutorials,https://www.youtube.com/watch?v=-rx-oCb3Crw,,1550.0,CHANNEL,skip,rotary/wrapped post-lean,
qcozLjK-PqU,Import and unwrap full 3D model in Vectric software | Wrapped Rotary Machining | V12.5 Tutorials,https://www.youtube.com/watch?v=qcozLjK-PqU,,1415.0,CHANNEL,skip,rotary/wrapped post-lean,
1mNmWPQfL-U,Import relief models for rotary machining in Vectric | Wrapped Rotary Machining | V12 Tutorials,https://www.youtube.com/watch?v=1mNmWPQfL-U,,841.0,CHANNEL,skip,rotary/wrapped post-lean,
ZPLMEYFFiAA,Importing 3D Data: Segmenting 3D Models | Vectric V11 Tutorials,https://www.youtube.com/watch?v=ZPLMEYFFiAA,,3727.0,CHANNEL,wave2,older-version duplicate of V12 tutorial,
NidW-d0ZBYk,Importing 3D Toolpaths | Vectric V11 Tutorials,https://www.youtube.com/watch?v=NidW-d0ZBYk,,1682.0,CHANNEL,wave2,older-version duplicate of V12 tutorial,
OxJQsdx8F0Q,Importing 3D model for two sided machining in Vectric software | Two Sided Machining | V12 Tutorials,https://www.youtube.com/watch?v=OxJQsdx8F0Q,,1755.0,CHANNEL,skip,two-sided post-lean,
7Nan3nfcJFo,Importing Flower Model | Getting Started | V9,https://www.youtube.com/watch?v=7Nan3nfcJFo,,1600.0,CHANNEL,wave2,older-version duplicate of V12 tutorial,
He6PR9lxC3g,Importing Flower Model | Vectric V11 Tutorials,https://www.youtube.com/watch?v=He6PR9lxC3g,,1989.0,CHANNEL,wave2,older-version duplicate of V12 tutorial,
LF9rIn8CYO4,Importing Relief Models for Rotary Machining | Vectric V11 Tutorials,https://www.youtube.com/watch?v=LF9rIn8CYO4,,1039.0,CHANNEL,skip,rotary/wrapped post-lean,
ypPGjM198Vw,Importing and Exporting 3D Data (STL),https://www.youtube.com/watch?v=ypPGjM198Vw,,657.0,CHANNEL,wave2,uncategorized tutorial,
9UeRZ432sWo,Importing and Exporting 3D Data | General Topics | V9,https://www.youtube.com/watch?v=9UeRZ432sWo,,2331.0,CHANNEL,wave2,older-version duplicate of V12 tutorial,
AGJ2TyStTDs,Importing and Exporting 3D Data | Vectric V11 Tutorials,https://www.youtube.com/watch?v=AGJ2TyStTDs,,1860.0,CHANNEL,wave2,older-version duplicate of V12 tutorial,
UMz6cyhAtCQ,Importing from PhotoVCarve,https://www.youtube.com/watch?v=UMz6cyhAtCQ,,456.0,CHANNEL,skip,photo V-carve excluded,
M08bpdooMx4,In Labs with Beki & Hannah | How to make a Bird | Vectric FREE CNC Projects,https://www.youtube.com/watch?v=M08bpdooMx4,,802.0,CHANNEL,skip,project/marketing fluff,
ni-wp_7wwTU,In Labs with Beki | Bending Wood & Using Resin to Make a Table & Stool Set | Vectric CNC Projects,https://www.youtube.com/watch?v=ni-wp_7wwTU,,2770.0,CHANNEL,skip,project/marketing fluff,
4fKCVUy_9wY,In Labs with Beki | Christmas Countdown | 12 Days of Christmas,https://www.youtube.com/watch?v=4fKCVUy_9wY,,654.0,CHANNEL,skip,project/marketing fluff,
zLWoQhu1PoU,In Labs with Beki | Christmas Tree | 12 Days of Christmas,https://www.youtube.com/watch?v=zLWoQhu1PoU,,758.0,CHANNEL,skip,project/marketing fluff,
m1m78utfgTQ,In Labs with Beki | Cut a Wood Bow Tie on your CNC!| Vectric FREE CNC Projects,https://www.youtube.com/watch?v=m1m78utfgTQ,,1536.0,CHANNEL,skip,project/marketing fluff,
Z7OAzIR7p4o,In Labs with Beki | Cutting Aluminium Wall Art | Vectric FREE CNC Projects,https://www.youtube.com/watch?v=Z7OAzIR7p4o,,768.0,CHANNEL,skip,project/marketing fluff,
I0ys3BFLShI,In Labs with Beki | How to make a Magic Wine Bottle Holder | Vectric FREE CNC Projects,https://www.youtube.com/watch?v=I0ys3BFLShI,,902.0,CHANNEL,skip,project/marketing fluff,
TDqEdoP5xBA,In Labs with Beki | How to make a Mini Wheelbarrow | Vectric FREE CNC Projects,https://www.youtube.com/watch?v=TDqEdoP5xBA,,1667.0,CHANNEL,skip,project/marketing fluff,
SzAJ9Mt0ZX0,In Labs with Beki | How to make a Wall Light | Vectric FREE CNC Projects,https://www.youtube.com/watch?v=SzAJ9Mt0ZX0,,1027.0,CHANNEL,skip,project/marketing fluff,
ewHTOdylpHk,In Labs with Beki | How to make your own Tic-Tac-Toe | FREE TRIAL Project | Vectric CNC Projects,https://www.youtube.com/watch?v=ewHTOdylpHk,,1566.0,CHANNEL,skip,project/marketing fluff,
nriCIvuarcM,In Labs with Beki | Make Your Own Giant 4-In-A-Row On Your CNC | Vectric FREE CNC Projects,https://www.youtube.com/watch?v=nriCIvuarcM,,1490.0,CHANNEL,skip,project/marketing fluff,
IVaYIgbXTZ0,In Labs with Beki | Make Your Own Original Artwork | Vectric FREE CNC Projects,https://www.youtube.com/watch?v=IVaYIgbXTZ0,,1695.0,CHANNEL,skip,project/marketing fluff,
g9mOSnc_IHY,In Labs with Beki | Make a Tablet Holder | Vectric FREE CNC Projects,https://www.youtube.com/watch?v=g9mOSnc_IHY,,1161.0,CHANNEL,skip,project/marketing fluff,
V0suq45Xi9o,In Labs with Beki | Make a hanging planter with a CNC | Vectric FREE CNC Projects,https://www.youtube.com/watch?v=V0suq45Xi9o,,1472.0,CHANNEL,skip,project/marketing fluff,
qD1wbq-dWsM,In Labs with Beki | Making a Bean Chair | Vectric FREE CNC Projects,https://www.youtube.com/watch?v=qD1wbq-dWsM,,1900.0,CHANNEL,skip,project/marketing fluff,
Fn3-zXYlJOI,In Labs with Beki | Making a Beer Flight with a CNC | Vectric FREE CNC Projects,https://www.youtube.com/watch?v=Fn3-zXYlJOI,,1316.0,CHANNEL,skip,project/marketing fluff,
aiHsgvF8n3w,In Labs with Beki | Making a Cribbage Board | Vectric FREE CNC Projects,https://www.youtube.com/watch?v=aiHsgvF8n3w,,1562.0,CHANNEL,skip,project/marketing fluff,
KIDikbIwvCY,In Labs with Beki | Making a Heart Shaped Box | Vectric FREE CNC Projects,https://www.youtube.com/watch?v=KIDikbIwvCY,,1063.0,CHANNEL,skip,project/marketing fluff,
Er9oUItgAbs,In Labs with Beki | Merry Mail | 12 Days of Christmas,https://www.youtube.com/watch?v=Er9oUItgAbs,,518.0,CHANNEL,skip,project/marketing fluff,
C0W23rH-LA8,In Labs with Beki | Reindeer Head | 12 Days of Christmas,https://www.youtube.com/watch?v=C0W23rH-LA8,,842.0,CHANNEL,skip,project/marketing fluff,
xZo0WLcPCeE,In Labs with Beki | Rustic Tree Decorations | 12 Days of Christmas,https://www.youtube.com/watch?v=xZo0WLcPCeE,,456.0,CHANNEL,skip,project/marketing fluff,
QzyVf3Wo_DA,In Labs with Beki | Snowflake | 12 Days of Christmas,https://www.youtube.com/watch?v=QzyVf3Wo_DA,,339.0,CHANNEL,skip,project/marketing fluff,
mARXz07iebk,In Labs with Beki | Starlight | 12 Days of Christmas,https://www.youtube.com/watch?v=mARXz07iebk,,593.0,CHANNEL,skip,project/marketing fluff,
IKWrlzik4sA,In Labs with Beki | Wine Bottle Holder | 12 Days of Christmas,https://www.youtube.com/watch?v=IKWrlzik4sA,,530.0,CHANNEL,skip,project/marketing fluff,
XuUYac_J0uk,In The Labs with David | Barley Twist Table - FREE ROTARY PROJECT | Vectric FREE CNC Projects,https://www.youtube.com/watch?v=XuUYac_J0uk,,4030.0,CHANNEL,skip,rotary/wrapped post-lean,
NJAG-eIUBU4,In The Labs with David | Making a Phone Docker | Vectric FREE CNC Projects,https://www.youtube.com/watch?v=NJAG-eIUBU4,,1594.0,CHANNEL,skip,project/marketing fluff,
rd20oz7BdQc,In the Labs With Todd | Penguin Welcome Sign | Vectric FREE CNC Projects,https://www.youtube.com/watch?v=rd20oz7BdQc,,1238.0,CHANNEL,skip,project/marketing fluff,
_dE8YRCJlyQ,In the Labs with David | Making a Moon Lamp | Vectric FREE CNC Projects,https://www.youtube.com/watch?v=_dE8YRCJlyQ,,2127.0,CHANNEL,skip,project/marketing fluff,
PhSvl1Q06zM,In the Labs with Tim Sway | Making Wooden Shot Glasses... NO ROTARY | Vectric FREE CNC Projects,https://www.youtube.com/watch?v=PhSvl1Q06zM,,1134.0,CHANNEL,skip,rotary/wrapped post-lean,
3MN8XHhSy4k,In the Labs with Todd | Making a Beard Comb | Vectric FREE CNC Projects,https://www.youtube.com/watch?v=3MN8XHhSy4k,,2300.0,CHANNEL,skip,project/marketing fluff,
UeSqPau3AIQ,In the Labs with Todd | Making a Catch-all Tray | Vectric FREE CNC Projects,https://www.youtube.com/watch?v=UeSqPau3AIQ,,1284.0,CHANNEL,skip,project/marketing fluff,
4EL6WFkf2Y0,In the Labs with Todd | Making a Coin Bank | Vectric FREE CNC Projects,https://www.youtube.com/watch?v=4EL6WFkf2Y0,,1931.0,CHANNEL,skip,project/marketing fluff,
9o1aa_Iir9k,In the Labs with Todd | Making a Pencil Box | Vectric FREE CNC Projects,https://www.youtube.com/watch?v=9o1aa_Iir9k,,1855.0,CHANNEL,skip,project/marketing fluff,
KieRm5tPROE,In the labs with Tim Sway | Making a Sporktula | Vectric FREE CNC Projects,https://www.youtube.com/watch?v=KieRm5tPROE,,1319.0,CHANNEL,skip,project/marketing fluff,
Qy6i2QxU40s,Interface Guide | General Topics | V9,https://www.youtube.com/watch?v=Qy6i2QxU40s,,1382.0,CHANNEL,wave2,older-version duplicate of V12 tutorial,
lvXLGWR7GIw,Interface Guide | Vectric V11 Tutorials,https://www.youtube.com/watch?v=lvXLGWR7GIw,,1324.0,CHANNEL,wave2,older-version duplicate of V12 tutorial,
nmHJ1gzyJWA,Interface Layout,https://www.youtube.com/watch?v=nmHJ1gzyJWA,,1104.0,CHANNEL,wave2,legacy interface layout (dup of V12 interface),
HFy0WccLn4A,Intro to Rotary Wrapped Text,https://www.youtube.com/watch?v=HFy0WccLn4A,,771.0,CHANNEL,skip,rotary/wrapped post-lean,
w3fyKwBnIvk,Introduction & Vectric Update by Edward Powell | Vectric Worldwide UGM 2020,https://www.youtube.com/watch?v=w3fyKwBnIvk,,1956.0,CHANNEL,skip,project/marketing fluff,
LnmJ3UyIWZg,Introduction & What's New at Vectric | Vectric Worldwide UGM 2023,https://www.youtube.com/watch?v=LnmJ3UyIWZg,,2735.0,CHANNEL,skip,project/marketing fluff,
Es9_zkNeGcE,Introduction To EasyCarve,https://www.youtube.com/watch?v=Es9_zkNeGcE,,204.0,CHANNEL,skip,EasyCarve/EasyCreate consumer line,
_LxUZFq-MHE,Introduction to Aspire's Interface,https://www.youtube.com/watch?v=_LxUZFq-MHE,,769.0,CHANNEL,wave2,dup of dfzBnuFNNnI interface intro,
35Q2mVo3-c0,Introduction to Components,https://www.youtube.com/watch?v=35Q2mVo3-c0,,410.0,CHANNEL,wave2,uncategorized tutorial,
K_aRMMR8juU,Introduction to Drawing | Vector Drawing | V9,https://www.youtube.com/watch?v=K_aRMMR8juU,,1193.0,CHANNEL,wave2,older-version duplicate of V12 tutorial,
XJ8fKNIIbTg,Introduction to Drawing | Vectric V11.5 Tutorials,https://www.youtube.com/watch?v=XJ8fKNIIbTg,,2268.0,CHANNEL,wave2,older-version duplicate of V12 tutorial,
zq5TS-T2UE4,Introduction to EasyCarve with V-Carving Text and Multi Regions,https://www.youtube.com/watch?v=zq5TS-T2UE4,,93.0,CHANNEL,skip,EasyCarve/EasyCreate consumer line,
56b4hLVF8iE,Introduction to Modeling | 3D Modeling | V9,https://www.youtube.com/watch?v=56b4hLVF8iE,,782.0,CHANNEL,wave2,older-version duplicate of V12 tutorial,
Kg_JdgV1DsY,Introduction to Modeling | Vectric V11 Tutorials,https://www.youtube.com/watch?v=Kg_JdgV1DsY,,863.0,CHANNEL,wave2,older-version duplicate of V12 tutorial,
bNYaA66G4Sg,Introduction to Rotary Wrapped Text | Vectric V11 Tutorials,https://www.youtube.com/watch?v=bNYaA66G4Sg,,779.0,CHANNEL,skip,rotary/wrapped post-lean,
07V_2fDKbVc,Introduction to Two Sided Machining,https://www.youtube.com/watch?v=07V_2fDKbVc,,2410.0,CHANNEL,skip,two-sided post-lean,
wfqag7m9erw,Introduction to Two Sided Machining | Vectric V11 Tutorials,https://www.youtube.com/watch?v=wfqag7m9erw,,2316.0,CHANNEL,skip,two-sided post-lean,
bGJnovKeM54,Introduction to two-sided machining in Vectric software | Two Sided Machining | V12 Tutorials,https://www.youtube.com/watch?v=bGJnovKeM54,,557.0,CHANNEL,skip,two-sided post-lean,
AHXJe650Z7M,Introduction to wrapped rotary in Vectric software | Wrapped Rotary Machining | V12 Tutorials,https://www.youtube.com/watch?v=AHXJe650Z7M,,645.0,CHANNEL,skip,rotary/wrapped post-lean,
mF2xOZ3hx6c,Its Workshop Wednesday #shorts,https://www.youtube.com/watch?v=mF2xOZ3hx6c,,NA,CHANNEL,skip,short-form promo,
mKEnR0zso_M,It’s coming home… to the CNC machine. ⚽🏆,https://www.youtube.com/watch?v=mKEnR0zso_M,,NA,CHANNEL,wave2,uncategorized tutorial,
-cVweYzxYOs,Key to my Heart | Michael Tyler's FREE Project of the Month | Vectric,https://www.youtube.com/watch?v=-cVweYzxYOs,,992.0,CHANNEL,skip,project/marketing fluff,
98jOQ3yCytQ,King Chess Piece | 3D Modeling | V9,https://www.youtube.com/watch?v=98jOQ3yCytQ,,2690.0,CHANNEL,wave2,older-version duplicate of V12 tutorial,
Mjcf-Pe2XKQ,King Chess Piece | Vectric V11 Tutorials,https://www.youtube.com/watch?v=Mjcf-Pe2XKQ,,2155.0,CHANNEL,wave2,older-version duplicate of V12 tutorial,
1ZpT677rh8c,Kitchen Accessories | In the Labs Vectric | FREE CNC Projects,https://www.youtube.com/watch?v=1ZpT677rh8c,,2164.0,CHANNEL,skip,project/marketing fluff,
LVDPNjMB9ck,Laser Etched CNC Project | Vectric FREE CNC Projects #shorts,https://www.youtube.com/watch?v=LVDPNjMB9ck,,NA,CHANNEL,skip,laser excluded from lean scope,
ps4s1SI5Lqs,Laser Etching | Vectric V11 Tutorials,https://www.youtube.com/watch?v=ps4s1SI5Lqs,,1522.0,CHANNEL,skip,laser excluded from lean scope,
Jmr4oE2kBhs,Laser Family Tree | Laser Etched CNC Project | In The Labs with Vectric | Vectric FREE CNC Projects,https://www.youtube.com/watch?v=Jmr4oE2kBhs,,3172.0,CHANNEL,skip,laser excluded from lean scope,
2-AWLV9W8yc,Laser Machining by Jay Johnson | Vectric Worldwide UGM 2020,https://www.youtube.com/watch?v=2-AWLV9W8yc,,2000.0,CHANNEL,skip,laser excluded from lean scope,
txv0RU6NjC4,Laser Terrain Maps - Eric Avid CNC | Vectric Worldwide UGM 2023,https://www.youtube.com/watch?v=txv0RU6NjC4,,3326.0,CHANNEL,skip,laser excluded from lean scope,
7HdfUrwZPqE,Layer Guide | General Topics | V9,https://www.youtube.com/watch?v=7HdfUrwZPqE,,1058.0,CHANNEL,wave2,older-version duplicate of V12 tutorial,
0kS3osTw8YQ,Layer Guide | Vectric V11 Tutorials,https://www.youtube.com/watch?v=0kS3osTw8YQ,,1973.0,CHANNEL,wave2,older-version duplicate of V12 tutorial,
